,id,alg,hash,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
1810,ee54f60c-8c3d-4463-a051-fca33b08ea77,asp,9ef39a24050aa3abf1958fa45fc54187,6,5,6,0,2,3,4,11
1811,c9aca72a-286d-4c49-af14-3eb5da0b33da,asp,dee303dbe64aeaaa7e01d91cd439eb31,7,3,6,1,3,0,5,9
1812,110bf000-e6cd-4e9d-9660-04131d69755b,asp,02d9e7706ddce7ea7700d2191baf3505,5,4,8,0,3,0,7,11
1813,3c02f5b5-1fcb-41ff-abfa-f9bbc1acc915,asp,415e3ec7fb4b2afee6b58cb263030d88,4,9,5,0,3,3,4,11
1814,6afdf0d0-2509-4aea-9056-207a214d5c18,asp,4cba665dc88e9b72bf14d17b8990e7f8,6,11,4,0,4,2,4,11
1815,414414b6-c836-4e86-b4f9-a7cf7dc95aff,asp,415e3ec7fb4b2afee6b58cb263030d88,4,9,5,0,3,3,4,11
1816,b1d2f759-96ef-41d9-b92e-5b93ba6a0f34,asp,3533b1e2f4b6960844ddbef0efb24de4,4,6,6,1,0,1,6,9
1817,d1a3b219-bdba-478d-8ce7-04b971559060,asp,b186cf5b2c53ecf5e4744dea57e7a419,7,8,4,0,4,4,3,13
1818,a2c5721d-d07a-447c-a946-4ea0369a8ac6,asp,d6a749d56cde079291e3a104631d2aba,9,5,4,1,5,3,3,13
1819,e62d12ed-bf58-45eb-bd14-cc1c78c31a8a,asp,49439ca209d8660dd91617c15ad44aa8,5,7,5,1,3,1,5,11
1820,b8a01fd2-2847-46d5-b3ce-7d14b0adf569,asp,8ef73fde78915fe66412583f4e5da7da,6,5,3,2,1,4,2,9
1821,6260c1ef-bf3b-4ed8-bf6c-48c1562c788f,asp,baa88c27eec12e87cfdceffee2280e3c,6,8,4,1,3,5,5,15
1822,71da2989-9c0a-49ac-937c-ac4281335eb5,asp,91825c7a3861d830d360d8f30f7e11a5,6,3,7,0,4,1,4,11
1823,a5b16d6a-e569-4702-a68d-0bf0145a10d8,asp,dc298da6aeeb139142f62fe0502119c0,6,7,5,0,4,1,4,9
1824,bb45cdb5-98bc-497d-bbd6-51a9a2a2dec3,asp,6ace7777cf2613cd74c153893b584ab2,8,5,2,2,3,2,2,9
1825,0c6ea9f6-818a-409c-8bb1-d06a81456af9,asp,96bbe8b0087d5d34e6053e4285783ef7,6,7,6,0,3,3,2,9
1826,619a1c15-e9c2-4975-9c67-da1b990aab9d,asp,b186cf5b2c53ecf5e4744dea57e7a419,7,8,4,0,4,4,3,13
1827,e84dc988-2a73-4fee-a3e2-4615ea735b55,asp,021746d7dc9de7db66f46caf62e9b231,3,8,4,2,1,1,5,9
1828,233f04ed-2a7b-4a14-8eb7-b37b707c06fb,asp,405097a010c743ec912b3dc212286ba8,5,8,6,0,4,3,2,11
1829,37816010-4125-41ff-a0e5-18dbf285b465,asp,a7dfc46280de494f52758b3bfd7c75e7,10,6,3,1,4,2,2,9
1830,5cbe9e80-b7f5-4250-af44-386031bc1b65,asp,405097a010c743ec912b3dc212286ba8,5,8,6,0,4,3,2,11
1831,62510c0f-7f57-4763-a960-e1a5c454b371,asp,25775704420b259f06177b7d3070c91f,2,9,6,0,1,3,4,9
1832,86a358be-e131-4123-8acf-c86cefb85845,asp,6ace7777cf2613cd74c153893b584ab2,8,5,2,2,3,2,2,9
1833,1811b45e-1606-40c9-aaff-f57f901cf420,asp,3b6bffe60be722b762b42aabd25e041f,5,8,6,0,4,4,4,13
1834,f87081be-9be2-4f73-9215-b5c481bf829b,asp,e33e8a045060b26421c3b54a45e6dbaf,2,13,4,0,2,2,4,9
1835,a82bed42-fdb1-4b3d-95cc-03b712c3a940,asp,c5fdfc70a61ecdcbb5ebf259504f8ce9,6,7,6,0,3,4,2,9
1836,e19bc832-7fc3-4a8f-8add-b4a65717b8a0,asp,cd264d997d9f51040905c0571ceffaf8,5,6,3,2,1,1,5,9
1837,cf2671ba-7353-4ac1-87d8-1ac973e05204,asp,6d85100f9e8300f7492a8e3094c720fb,5,8,6,0,1,1,6,9
1838,3b9c3c28-992a-4bfc-8dd8-d30749105dd6,asp,7411944712e3f3a8bf4b8a6225849dd7,2,6,6,1,2,1,4,9
1839,09c5a2a6-aa89-4f2e-8916-b5f8955b4253,asp,c2804af9e41d1ca7332cc87342027a1d,8,5,5,0,4,2,4,11
1840,b1af4d69-b418-4c20-929e-dbfed2cfd544,asp,c2804af9e41d1ca7332cc87342027a1d,8,5,5,0,4,2,4,11
1841,a942ed09-976e-474a-8d16-367cc1dba1ca,asp,2aff2f59ecd1d1aba8ad104a8245aa9a,7,9,3,1,3,3,4,11
1842,78910c0c-8b8a-4b5d-b1c0-7dfa79a64f9e,asp,8cae55499a2d1ffcf45e34cd23a76aa5,4,5,7,0,2,3,5,11
1843,d74bf105-4c7a-49ca-9834-6be1dc5826a7,asp,0ad16455e80fa740b8b5eb2a0ecc0c3f,4,9,6,0,2,1,5,9
1844,80cbf06f-a51d-420a-8737-de2bee52b4d0,asp,394804314e6bffda5513d5fb015b1412,3,3,7,1,2,0,7,11
1845,949205bc-1063-4de5-ba03-7ccf581a8caa,asp,394804314e6bffda5513d5fb015b1412,3,3,7,1,2,0,7,11
1846,a0380b9c-8f09-4b5e-bc74-f6ec334a0725,asp,17cc6af624a0576b1453ecf5015a419e,2,13,5,0,2,3,3,9
1847,ffc5b493-e9eb-4c8a-afa1-49c0ccda90e7,asp,6dc241433644175094bc77fc451a543c,7,6,6,0,2,2,5,11
1848,d6069c28-62fd-486d-9abd-d08b730189b5,asp,628e4794ed7d06b277edcb2789a3fc93,6,13,2,0,2,4,2,9
1849,906d9bac-af54-4624-aa05-329ed1386303,asp,c361fbe54263c98b32f28234a9dddc2e,6,9,5,0,2,2,3,9
1850,0a030943-02cc-4a05-98e4-0ce19ccaa758,asp,02d9e7706ddce7ea7700d2191baf3505,5,4,8,0,3,0,7,11
1851,08ad505b-b2ba-4748-8ba0-98c63881d968,asp,1dfbe3406f7c1df062de0510b8987347,4,11,5,0,2,4,2,9
1852,dee3c33b-d0b8-42e9-9499-c7adde17b7c1,asp,b6462a2aa2701599e49c72c88ba22e08,6,5,4,2,3,1,4,9
1853,033a1d76-7b25-4c39-9f1e-2027a7799d30,asp,2aff2f59ecd1d1aba8ad104a8245aa9a,7,9,3,1,3,3,4,11
1854,a2f640ad-dc6e-4f67-8c59-252bb44013c1,asp,98893849215a69dbc7f974e085def480,1,7,7,1,0,3,6,11
1855,136199ee-1d59-4c21-b7ef-1292991d2bcf,asp,dd3c4bb852ec76cc60cf5eb7f4397d35,7,5,5,1,2,4,2,9
1856,3e1a0ad3-7e3f-4f1d-bb65-91670393bd0b,asp,6dc241433644175094bc77fc451a543c,7,6,6,0,2,2,5,11
1857,89465c64-d154-4923-91a7-41bdaf1770aa,asp,4ab2cb12fdeab7ed42288906cd2ef6f7,6,9,2,2,3,4,1,9
1858,902314bc-f492-4afd-bf5a-de6457e8bf83,asp,8c62c6b7abde85c2eddb5c3ae0a234ab,2,6,7,1,1,2,6,11
1859,5a693687-2a06-47b2-8eef-5ea66bf4ec5e,asp,baa88c27eec12e87cfdceffee2280e3c,6,8,4,1,3,5,5,15
1860,4724865c-5d1a-41f1-9ab5-d754c318d37d,asp,b6462a2aa2701599e49c72c88ba22e08,6,5,4,2,3,1,4,9
1861,196d4659-36c5-443b-90e7-80c22465f2fa,asp,94f7fb97969d4cfcfbbc0c5aed6f18c4,5,12,4,0,2,3,3,9
1862,a54c4664-d893-4931-8407-092752318c8e,asp,b186cf5b2c53ecf5e4744dea57e7a419,7,8,4,0,4,4,3,13
1863,9b2fa5b3-70ad-4253-8246-3e2fb3fd9df6,asp,f6552d07c058802f66ad6b47f1632b59,3,6,8,0,0,1,6,9
1864,72051cad-dd5f-4716-94d6-119fddf99dc5,asp,3f03178198d67a3dc4539ab80523cebc,6,2,4,3,2,1,4,9
1865,4790422f-6c7f-4d5e-b421-0da8d76d6ef3,asp,8ef73fde78915fe66412583f4e5da7da,6,5,3,2,1,4,2,9
1866,7ed12004-a18d-4aa8-9d03-ee2dd1a124bb,asp,f84b620390b7d5f1c8dc8a71daacbb06,5,7,5,1,3,3,2,9
1867,ea40c77d-c717-40f3-8f21-a2d4bf20fc50,asp,314dcbe28bd29314f0def43f679aec30,5,8,5,0,2,3,4,11
1868,f22fbbab-3325-4e16-8e53-0eb605a97cbd,asp,7e601737ad7d3edc482619bc3f150e29,7,4,4,2,2,1,4,9
1869,4a65406e-bfed-4fc6-a5b6-19baf77eb155,asp,b0a09ce731e48a795f7d496e0268d3df,6,9,5,0,3,3,2,9
1870,ad96adb3-eeec-4b4d-ab36-698f433e7acb,asp,405097a010c743ec912b3dc212286ba8,5,8,6,0,4,3,2,11
1871,f17dbe54-7cb9-40d4-a21b-2d77e6382bf0,asp,8ef73fde78915fe66412583f4e5da7da,6,5,3,2,1,4,2,9
1872,b93972a6-cf7a-4a2f-b395-d51ae9ef6dc5,asp,90c65cc74fdc74606887bea95eff119f,8,5,5,0,3,2,3,9
1873,58866e05-742d-4169-a190-40eb8ffc2da3,asp,96bbe8b0087d5d34e6053e4285783ef7,6,7,6,0,3,3,2,9
1874,6d717289-69ea-4f48-bf49-6ebcb6abc76b,asp,3f03178198d67a3dc4539ab80523cebc,6,2,4,3,2,1,4,9
1875,02c380c5-ed7d-4a30-9b9f-3ac30c4ac83e,asp,1ab885cebf13ef1156c4b7f875c20d49,3,8,7,0,2,1,5,9
1876,e3dd27cc-46f2-4765-93ee-302e6fe9c422,asp,25775704420b259f06177b7d3070c91f,2,9,6,0,1,3,4,9
1877,f76ebb12-6934-4684-85bc-77813b8814b6,asp,cd19d47d7e9010cafe70b23b5f906868,6,9,5,0,5,3,2,11
1878,3b46d700-ad1b-41a0-9376-7aa61e73f1d9,asp,d07c70557846245e1c054c86e7ab91a9,6,3,7,0,3,3,7,15
1879,84666053-2348-4053-91fd-9adec58609a0,asp,68a69dfd8baaf1775dcd4028351f460a,6,2,7,1,2,1,4,9
1880,b1c8105b-2462-4a78-b59f-caba68f5fe3b,asp,f6552d07c058802f66ad6b47f1632b59,3,6,8,0,0,1,6,9
1881,3c8a3324-ba21-40f7-ac27-659c67d98a77,asp,d6a749d56cde079291e3a104631d2aba,9,5,4,1,5,3,3,13
1882,7dc9072a-3f7e-4869-9551-7b6d10b48d32,asp,e21b118ba97aeff475635345002ff04a,9,4,6,0,3,0,5,9
1883,66916e9f-93f7-443e-a6d4-9952bf36150f,asp,f6552d07c058802f66ad6b47f1632b59,3,6,8,0,0,1,6,9
1884,088ea438-9afb-4769-b8fb-4c5b0499f9f8,asp,1dfbe3406f7c1df062de0510b8987347,4,11,5,0,2,4,2,9
1885,351d2c4a-34bf-47fd-b5c5-c7c58eb132f0,asp,c77ef1f2ecbb69e4a30934d8d3348fdc,5,12,4,0,1,3,3,9
