,id,alg,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
230,9d8d3ebe-0b51-472c-afe0-f24b2e9fd591,AldousBroder,5,10,0,0,2,6,0,13
231,fae40407-4863-4458-8a33-29ba5b6f1ccf,AldousBroder,4,9,1,0,4,4,1,13
232,2bdb5063-5fcf-4fbb-81cb-0bd73db6e88a,AldousBroder,3,10,1,0,3,5,1,13
233,84d9788b-5f03-45e0-a38b-32510287f270,AldousBroder,3,10,1,0,3,5,1,13
234,60952e9b-e3ab-439f-b324-c7e62232cbfa,AldousBroder,4,11,0,0,3,6,0,13
235,5329249d-0326-4fe2-8d8a-3301a8ddce11,AldousBroder,4,9,1,0,3,7,1,17
236,0f71d40c-9219-418f-ad51-e96f4a51f594,AldousBroder,2,9,2,0,2,4,2,13
237,6f9ef281-91f2-4454-a0c9-2e7070ee347e,AldousBroder,4,9,1,0,3,4,1,13
238,0750b010-cb1d-4e59-95bf-39db1e675b7c,AldousBroder,5,10,0,0,2,6,0,13
239,93f3f43a-af5d-497b-a1be-1771b1209e5f,AldousBroder,3,10,1,0,3,6,0,13
240,40de9cfa-f81e-48fb-b3d7-3f9a4e05f338,AldousBroder,3,10,1,0,2,5,1,13
241,bfe0b101-788b-4f0c-bfae-792d61310242,AldousBroder,4,11,0,0,2,6,0,13
242,c6ad701a-c438-4a75-a8a8-af1b4edf71d8,AldousBroder,4,11,0,0,2,6,0,13
243,cd5de44c-2fcc-415a-9b01-86e7b0746e60,AldousBroder,4,11,0,0,2,6,0,13
244,5aec8658-2540-46b7-9941-db667c5e6fd0,AldousBroder,4,9,1,0,3,4,1,13
245,92bd1f51-255e-423a-809c-8aab3cf16b1d,AldousBroder,3,8,2,0,2,4,2,13
246,c7b3c555-2262-4e97-8191-f317964e035a,AldousBroder,4,11,0,0,2,6,0,13
247,2095745b-8394-439a-95e2-da47c706f0de,AldousBroder,4,9,1,0,3,4,1,13
248,8ea14a13-a27b-4a25-a696-efb79527bf73,AldousBroder,2,9,2,0,2,7,2,17
249,88474561-ba49-4fc7-abe8-8775673a44cb,AldousBroder,4,9,1,0,4,4,1,13
250,d6bb6d09-a512-4ac5-b9ed-fbf09e26f6a4,AldousBroder,4,9,1,0,3,4,1,13
251,14f4f0ea-dbf6-412b-a5dc-fecad7b25efe,AldousBroder,5,10,0,0,2,6,0,13
252,280389e8-c03b-428e-a1db-dcbbe75bb40e,AldousBroder,3,10,1,0,2,5,1,13
253,09995720-0171-4f42-8fe6-05d369bf79a1,AldousBroder,4,11,0,0,4,5,0,13
254,41be2774-d01a-4d90-b168-f5337cd2c9e0,AldousBroder,5,10,0,0,2,6,0,13
255,7a1a9d66-0fe3-4070-b4df-16287818372b,AldousBroder,3,10,1,0,3,6,0,13
256,27e453ae-a321-42a1-98ca-9b528e5f0829,AldousBroder,4,11,0,0,3,6,0,13
257,797f6239-af0d-4215-a003-d6a08f14bf9f,AldousBroder,4,9,1,0,4,4,1,13
258,605cd847-fb08-4994-8802-a18e5851ac54,AldousBroder,4,11,0,0,4,5,0,13
259,0c27ef33-0cd0-43da-a98b-b2b47dd82939,AldousBroder,5,10,0,0,2,6,0,13
