,id,alg,hash,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
41,0571ce60-85b0-4cff-9eb8-ad8dd8fe2848,problog_learnt,6372d5faa241b8146b57aba18134dcd4,4,3,8,4,1,0,7,9
42,3c53fef0-76bd-4184-aba7-b1146b065593,problog_learnt,ebfe2a15e4b72790f4c1ddebbf43591d,7,6,6,2,2,4,2,9
43,b6415b13-ad15-4932-8def-c3fed5049f76,problog_learnt,f7a1871a58a02baec37167962fc83fa1,6,4,4,5,3,1,4,9
44,8f6e9616-572e-4e8c-87d3-0b018338ce27,problog_learnt,624fce53adf66815479968d81cda9a89,9,6,5,0,4,4,3,11
45,4a6c4421-7059-42f8-b1e6-bc9c7a948342,problog_learnt,d676332142a1a512acd289c0ec6d37a5,8,7,9,0,1,1,6,9
46,2c1ff23d-cb7e-43b3-b9a5-41a1a492d28c,problog_learnt,10a37f344538cbe9482531c0bb5223ab,8,4,11,1,3,1,5,9
47,3e984646-7840-4b47-98fd-30215af030a6,problog_learnt,4033add546ac2de47cee754fcc3cf371,7,5,6,1,1,3,3,9
48,89bdcef1-331a-4d64-93a8-c1b11da5147b,problog_learnt,162dcbc891140ef718b4e11f0a75cc63,6,6,7,1,2,4,6,13
49,d2e0d818-190d-49d1-8f1d-f7e5f19f3369,problog_learnt,8af5f15ac3063014f8bf96bc5417bd25,4,13,3,0,2,4,2,9
50,432bec8f-d3ac-45f5-bb34-bf8848eaceb2,problog_learnt,f3a854f255916e1d2b83c0a9a23187af,4,3,8,4,0,0,7,9
51,1e9a6846-3d92-43ae-9cc1-05589fe7444c,problog_learnt,70b377f0be336e60dd306fce4266b5bc,7,1,10,3,2,0,6,9
52,5daa07d4-23f2-405c-a32f-4a2df77493f1,problog_learnt,c60a4c0280fad806cddc0d655c9dd0dc,7,3,12,1,3,1,5,9
53,6efaeb47-0c08-49ae-abc9-8deb723c7e56,problog_learnt,9681e3ff51e09be46a5abf4a620207c3,5,4,7,2,1,1,6,9
54,3ecbcc17-794d-4442-a3ee-c068cf2883f3,problog_learnt,1e55c881a2c8973d095099cd7575bedd,8,9,5,0,4,4,3,11
55,679b83d1-393a-40ce-aaa0-35845196f3af,problog_learnt,d22b5ba4970c784ceadbf7df8048c4c3,8,9,4,0,3,5,2,11
56,90b23dd7-5a30-4e58-81ae-d08524783650,problog_learnt,0ed2a9c2ef3b129ff79887b1e4707131,3,6,8,2,1,2,5,9
57,5525727c-bd5a-40f0-8f92-5b8a574a55fe,problog_learnt,3dada32e26b5aa012d56184bf858e6fa,6,7,7,0,2,3,3,9
58,351b1402-b804-4fbd-b454-1f4474a9d59f,problog_learnt,bcd3f8d06cae4f692e8558933db78cfc,6,6,5,3,3,2,4,9
59,abfb7733-de3c-480d-9397-6fc1e3c00e01,problog_learnt,f4883404abfa46007cb6da314c6b9384,7,6,6,0,4,4,4,13
60,da5b543a-b19a-4850-95b7-7559efbcc637,problog_learnt,8a7bdcccc5b2e468d6a76feee1b8d888,6,6,9,1,2,3,3,9
61,968edcf6-8719-4f15-bbfd-553d083901a4,problog_learnt,5df6365ea178fd52b5f00c19349b7a8e,7,5,5,3,3,0,5,9
62,f8e06fa2-6448-4189-ac36-aa0fbbde7d16,problog_learnt,6963ab7b847002f1a0d526945eed39bc,6,8,7,1,0,3,4,9
63,090bae2d-f4b0-44b9-8957-d69dd7f1f85f,problog_learnt,83f41d4e4946d8f0637149e93d4f4326,7,8,6,0,6,6,5,17
64,1c356e09-ebbd-46ae-a0f9-2743ec981913,problog_learnt,425bceb2dd64e7d445eaa5b2c7440a3e,10,5,6,2,5,0,4,9
65,5768fd49-d71c-4c97-9c55-f6cd2db796f2,problog_learnt,f1195649633bf5598158804e077b805f,4,9,9,0,2,4,6,13
66,482a1029-0e0d-4e91-b530-2af866f1f3d1,problog_learnt,9424851daa50e9e123c99254434a1066,6,4,8,3,3,2,3,9
67,59b41895-2951-4893-861a-870b34def513,problog_learnt,7b333153020e7024199cc725ccb36e73,7,4,10,0,2,3,4,11
68,3ef38daf-ce4d-4d0e-b47f-37997d076538,problog_learnt,7caa71b4cf6b8793acd7e82e368d5b66,4,2,9,3,2,1,5,9
69,5250b69a-eece-479d-83d9-3ee10d90eb1a,problog_learnt,ef34be53458634bf7c375d9d40ed5f01,7,8,7,0,2,2,4,9
70,644c7fbb-59e3-433b-ae3b-81aa9df473e4,problog_learnt,ea93e0375b63dc7305bf7da653d9e6f5,7,4,10,0,3,3,3,9
71,a878603c-9538-4bd7-b496-5225ef237c6e,problog_learnt,adcc3160694415a6b59f40359bfa030b,5,4,11,0,1,0,7,9
72,3c7ca9ea-bf65-4432-b50d-d50bd551c482,problog_learnt,1fa6dae4ca3cd9af4868f602f6e048cd,7,7,4,1,3,3,3,11
73,90f1a059-cef1-4a5c-841f-2f70c4f0f1e3,problog_learnt,7557c1143b39b474238713c03c54d863,6,3,10,2,2,1,5,9
74,81e90c29-912a-44ff-a8b8-7cdf20e9f74c,problog_learnt,0717b6e2789fc15096b7971413bf65e7,7,5,8,1,1,4,2,9
75,4e52cef9-b539-4bdf-be47-ac49ec09c8fc,problog_learnt,5461ac7a734b642365b0f0b1b95e1f98,6,5,14,0,3,1,5,9
76,1256eba1-1912-4ac2-b32c-590c8c8a52d8,problog_learnt,a2276621babcec98fbe241b54879ab75,6,5,6,0,4,4,3,13
77,b39c1823-adf5-4a97-a8c0-26a5b3acdeee,problog_learnt,2372ab1fc99e7d0f3209664232a9c8f2,4,2,15,1,1,0,7,9
78,d092d3f1-2e1d-4e78-867d-1df288277e58,problog_learnt,d7e9f88f863049611ba68257b42c7353,7,4,10,0,3,2,4,9
79,a2a2d967-1235-4826-a7b9-bc9076fed233,problog_learnt,2cc0aaef7cbd50a30400f54fe09377f1,8,0,13,3,4,0,5,9
80,fa323854-301a-4230-b5aa-563915ceffe3,problog_learnt,96708a9ba51f2584239ea27b9a03ee67,4,5,7,4,1,0,7,9
81,ccd33866-087d-45ec-a3f7-682763914bb6,problog_learnt,64fd27f3ebfb6a5c468dba108aa21c7e,4,8,10,1,1,2,5,9
82,7b879b08-2968-4766-9a63-9d4ec6e54cd1,problog_learnt,c15ae9a63f7e903a803949635cced5ac,3,8,8,0,1,3,3,9
83,dc4c86e5-0cf3-4932-bfe2-8db2141216fb,problog_learnt,a221b9cf35663badc429c2ac7924feb6,5,7,7,1,2,4,2,9
84,0da406e2-0109-4c15-a03f-9ad0d2a0b9d3,problog_learnt,8eba62945f3312f9c837c36ad652c972,8,1,12,0,2,0,6,9
85,8da9a3e3-8398-4ab8-9769-d2d656865cc8,problog_learnt,b1f439566cdf025cb29e12c285b7ba30,9,3,9,1,3,1,5,9
86,19f17a49-9a40-4f5f-bc35-abae9fe19019,problog_learnt,f3affed4e722d9e4d42d48eae90e01b9,4,6,7,1,3,1,4,9
87,a95f7720-4ce1-403e-aa40-d825868b9d0f,problog_learnt,c7add3b9eb3b94a17892312d9c5bbd95,9,7,5,1,1,2,6,11
88,7ec6150b-a476-4d75-9d23-6939aa48149c,problog_learnt,051d74e7d39dc689c09325beee5875f9,5,4,11,0,1,0,6,9
89,e51a9279-2547-4c13-be34-f1256d814131,problog_learnt,6e7157170a180d27d88bbee399ee7821,8,7,7,2,4,2,3,9
90,dc31d94a-2af2-49d1-977b-6b2e1f6b819a,problog_learnt,af8d9e8552dc5c54b528a9685963e611,3,3,10,1,2,2,6,11
91,6756f432-645d-4adf-97f8-551b03221528,problog_learnt,95b810af1c0198a2c21df7c39e08e3ed,5,10,5,0,3,3,3,9
92,85db9f9e-214e-420c-a7ab-b53ff364d57b,problog_learnt,ce2f0a93a16bddc58c06de1e4e4507e3,6,7,8,2,1,2,5,9
93,58c62ee8-8734-49ce-908a-6532a76b0d5e,problog_learnt,57eb3c96432f97deeb7c7fab9d42620b,8,1,11,2,4,0,5,9
94,f6597457-a253-42d3-8c51-4097d5b6e2dd,problog_learnt,157d5aa75a4518888e7e476e83e079d6,7,6,9,0,3,2,4,9
95,4f8ecae1-640d-49f9-80d3-e3f1a884b8f9,problog_learnt,8c358882ed5c4a33c1b8597b98f563b8,8,5,5,2,4,5,5,15
96,be1ec268-d1d6-43fb-92e7-9125514be156,problog_learnt,a481ebe7b9ef3abd60d31447953a828d,6,6,11,1,2,3,3,9
