,id,alg,hash,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
1722,1094e2a3-318e-405c-a93f-557597105423,asp,9fc1aa9adcaf60649e522f536adcb99e,4,6,6,1,2,3,4,11
1723,b96dc014-6424-47af-b217-2fcb765a39a4,asp,17cc6af624a0576b1453ecf5015a419e,2,13,5,0,2,3,3,9
1724,4b937e6e-b6b9-4324-9e04-284fba4074b6,asp,83e1363803dfbef4e519709275d59536,4,5,5,2,2,1,4,9
1725,88416986-528e-4b0f-bfa6-a29f72818330,asp,a5628274fa220ded0cd294129e260bcb,6,4,6,1,4,0,5,9
1726,bc6cf6c3-3736-4ac1-bbd9-89f6403c5f07,asp,9532e27a014fd3e540bc193328713649,2,9,4,2,0,5,6,13
1727,99523a36-f3c0-4ece-b856-f6a08307e969,asp,762e97b5aa7968749376ec710e0ab4e9,6,11,4,0,4,6,4,15
1728,1513aa80-bb61-44bd-b82c-4bd25585e237,asp,762e97b5aa7968749376ec710e0ab4e9,6,11,4,0,4,6,4,15
1729,bf414a49-252c-4e0b-b2bb-d595c852004e,asp,bafc1cdeb48a425f49b293cb28f7c5bb,4,8,5,1,2,3,3,9
1730,aa3eb95f-e9db-4216-9564-973aa7ebcbac,asp,a561d927b0a9118eebaeff08045508ce,3,8,4,2,1,2,4,9
1731,7184607d-21a0-41ff-ad98-361e1217a2f1,asp,2b58e45bf0cd41340c8a2d7bad6f1d95,4,8,5,1,2,4,2,9
1732,cbb340ee-afa9-447c-a6af-6c9633d980f9,asp,6c9588d7037a62dd4df97b9c2908e584,6,7,6,0,4,3,3,11
1733,2326855e-4895-4919-b62e-f180946e9631,asp,c5e4d55f8f68a5cd3f38601bc744527f,4,11,5,0,2,3,3,9
1734,54cee22a-ead9-4625-95c5-d87129935df6,asp,a33713073b6438eafc4c75a36993971a,4,11,5,0,3,6,5,15
1735,4954c7c3-f30b-4366-afcb-486d73a43e66,asp,a561d927b0a9118eebaeff08045508ce,3,8,4,2,1,2,4,9
1736,5621709c-7337-4c10-bcf0-3234b9439bd7,asp,c6bad3b8c856380f7bcd20ac05ef9b82,5,4,8,0,3,2,5,11
1737,fc157c67-d97f-475d-bc7f-ed3e369115c1,asp,f2552984f7b69a7c43fc82c1b2833497,4,13,4,0,4,3,2,9
1738,2d5b9ee5-7749-4796-a34e-0597a66bef77,asp,4896964b9eadd323a99cae71d0befea4,7,3,5,1,4,2,5,13
1739,cbddef63-4c9a-4cb8-b7ef-eb4083e5c34a,asp,fea4570b3ae203ad4f3fc5ab29871383,4,15,3,0,2,3,3,9
1740,eb489ed3-c534-40e9-bedf-48e08bad5320,asp,bd101afb797a44be8dbfe1250c0bc4d8,4,8,5,1,1,1,5,9
1741,7d282dd4-b195-42aa-9b0e-52be63f9ace4,asp,4db282498b0c4b48319be54a7e49c62c,2,11,6,0,2,5,4,13
1742,c13f9fb6-bcd5-4e78-8abb-e08bcc158365,asp,1cd66b7f4a92e89ea50a84251a414f6c,2,9,4,2,1,3,3,9
1743,77a87de7-f289-452d-aed8-3110bb0fd4a0,asp,3a586b123048a418ba41022ecdcc9624,6,5,4,2,1,1,5,9
1744,e4b6dc64-3b91-43f3-a27c-6a7cebf01ba9,asp,ada1a638e9ec721ef597ba755dd78d83,2,10,5,1,1,1,6,9
